,Date,City,Country,Lat,Lng,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed
53,07-23-2020,ribeira grande,PT,38.52,-28.7,73.4,69.0,20.0,6.93
54,07-23-2020,east london,ZA,-33.02,27.91,67.01,55.0,0.0,10.42
55,07-23-2020,padang,ID,-0.95,100.35,78.44,78.0,100.0,4.14
57,07-23-2020,vaini,TO,-21.2,-175.2,68.0,100.0,75.0,5.82
58,07-23-2020,oranjemund,NA,-28.55,16.43,74.28,20.0,0.0,8.95
59,07-23-2020,nouadhibou,MR,20.93,-17.03,73.4,78.0,0.0,23.04
61,07-23-2020,rikitea,PF,-23.12,-134.97,66.76,66.0,3.0,19.04
62,07-23-2020,provideniya,RU,64.38,-173.3,49.95,66.0,44.0,7.47
63,07-23-2020,cap malheureux,MU,-19.98,57.61,68.0,51.0,58.0,8.99
64,07-23-2020,careiro da varzea,BR,-3.2,-59.81,87.85,62.0,40.0,3.36
65,07-23-2020,umm kaddadah,SD,13.6,26.69,95.65,23.0,86.0,4.21
66,07-23-2020,pangai,TO,-19.8,-174.35,73.4,83.0,20.0,16.11
67,07-23-2020,yellowknife,CA,62.46,-114.35,60.57,87.0,75.0,10.29
68,07-23-2020,sabalgarh,IN,26.25,77.4,88.48,53.0,69.0,9.4
69,07-23-2020,hithadhoo,MV,-0.6,73.08,83.25,69.0,99.0,3.0
70,07-23-2020,hermanus,ZA,-34.42,19.23,55.99,88.0,0.0,1.99
71,07-23-2020,cape town,ZA,-33.93,18.42,58.77,93.0,0.0,3.36
72,07-23-2020,saint-augustin,CA,51.23,-58.65,73.51,38.0,100.0,12.37
73,07-23-2020,pevek,RU,69.7,170.31,48.15,73.0,0.0,5.06
75,07-23-2020,saint george,US,37.1,-113.58,91.85,24.0,1.0,8.05
76,07-23-2020,sergeyevka,KZ,53.88,67.42,62.94,88.0,98.0,13.71
77,07-23-2020,namibe,AO,-15.2,12.15,72.12,62.0,0.0,5.53
78,07-23-2020,mount gambier,AU,-37.83,140.77,39.2,80.0,71.0,10.29
79,07-23-2020,mareeba,AU,-17.0,145.43,61.99,82.0,75.0,9.17
80,07-23-2020,fairbanks,US,64.84,-147.72,52.45,87.0,90.0,5.82
81,07-23-2020,sangar,RU,63.92,127.47,62.58,66.0,0.0,8.86
82,07-23-2020,chapais,CA,49.78,-74.85,73.4,46.0,75.0,4.7
83,07-23-2020,saldanha,ZA,-33.01,17.94,75.2,44.0,0.0,2.24
84,07-23-2020,bati,ET,11.18,40.02,81.16,38.0,60.0,5.46
86,07-23-2020,katherine,AU,-14.47,132.27,60.8,48.0,0.0,4.7
87,07-23-2020,general roca,AR,-39.03,-67.58,41.0,75.0,75.0,4.7
88,07-23-2020,skibbereen,IE,51.55,-9.27,71.6,56.0,75.0,10.29
89,07-23-2020,angoche,MZ,-16.23,39.91,70.68,71.0,2.0,7.74
90,07-23-2020,brae,GB,60.4,-1.35,57.2,87.0,75.0,16.11
91,07-23-2020,mahebourg,MU,-20.41,57.7,69.8,56.0,75.0,18.34
92,07-23-2020,usinsk,RU,65.99,57.53,68.97,63.0,47.0,10.89
93,07-23-2020,tiksi,RU,71.69,128.87,58.24,81.0,87.0,7.9
94,07-23-2020,grindavik,IS,63.84,-22.43,55.4,54.0,20.0,20.8
95,07-23-2020,chuy,UY,-33.7,-53.46,66.47,94.0,100.0,7.31
96,07-23-2020,fort nelson,CA,58.81,-122.7,59.0,82.0,90.0,1.07
97,07-23-2020,saint-philippe,RE,-21.36,55.77,61.3,59.0,75.0,9.17
98,07-23-2020,luderitz,NA,-26.65,15.16,75.2,29.0,0.0,2.24
99,07-23-2020,nanortalik,GL,60.14,-45.24,47.44,91.0,100.0,5.48
100,07-23-2020,bredasdorp,ZA,-34.53,20.04,51.8,93.0,0.0,3.36
101,07-23-2020,severo-kurilsk,RU,50.68,156.12,49.8,91.0,99.0,3.71
102,07-23-2020,avera,US,33.19,-82.53,89.73,59.0,40.0,4.7
103,07-23-2020,torbay,CA,47.67,-52.73,75.76,47.0,75.0,13.87
104,07-23-2020,tasiilaq,GL,65.61,-37.64,41.0,80.0,75.0,11.41
105,07-23-2020,jamestown,US,42.1,-79.24,76.01,78.0,75.0,13.87
106,07-23-2020,thompson,CA,55.74,-97.86,71.6,78.0,75.0,5.82
107,07-23-2020,quatre cocos,MU,-20.21,57.76,68.86,56.0,75.0,18.34
108,07-23-2020,kaitangata,NZ,-46.28,169.85,37.99,79.0,55.0,8.99
109,07-23-2020,kamen,DE,51.6,7.67,75.7,40.0,51.0,4.7
110,07-23-2020,grand-lahou,CI,5.14,-5.02,76.91,81.0,63.0,9.51
114,07-23-2020,richards bay,ZA,-28.78,32.04,64.27,69.0,0.0,10.42
116,07-23-2020,mackay,AU,-21.15,149.2,59.0,93.0,40.0,4.7
117,07-23-2020,puerto del rosario,ES,28.5,-13.86,77.0,73.0,20.0,18.34
118,07-23-2020,muli,MV,2.92,73.57,82.72,78.0,100.0,9.91
119,07-23-2020,ushuaia,AR,-54.8,-68.3,39.2,69.0,75.0,6.93
120,07-23-2020,thai nguyen,VN,21.59,105.84,84.2,74.0,32.0,5.82
121,07-23-2020,mercedes,AR,-34.65,-59.43,50.99,91.0,100.0,3.0
122,07-23-2020,columbus,US,39.96,-83.0,78.01,83.0,90.0,6.93
123,07-23-2020,babag,PH,7.73,126.07,74.05,88.0,92.0,1.03
124,07-23-2020,kupang,ID,-10.17,123.58,72.03,77.0,87.0,10.51
125,07-23-2020,ust-omchug,RU,61.15,149.63,51.3,72.0,53.0,3.15
126,07-23-2020,tuktoyaktuk,CA,69.45,-133.04,53.6,62.0,75.0,11.41
128,07-23-2020,guerrero negro,MX,27.98,-114.06,70.25,66.0,91.0,11.72
129,07-23-2020,bethel,US,41.37,-73.41,83.07,69.0,1.0,11.41
130,07-23-2020,mataura,NZ,-46.19,168.86,39.0,83.0,92.0,3.0
131,07-23-2020,paamiut,GL,61.99,-49.67,46.27,96.0,100.0,2.33
133,07-23-2020,ribeira brava,PT,32.65,-17.07,72.18,64.0,20.0,13.87
134,07-23-2020,saint-pierre,RE,-21.34,55.48,62.29,59.0,75.0,9.17
135,07-23-2020,grand gaube,MU,-20.01,57.66,68.0,51.0,62.0,8.99
136,07-23-2020,lingyuan,CN,41.24,119.4,73.11,52.0,5.0,3.06
137,07-23-2020,sutysky,UA,49.04,28.42,69.4,52.0,85.0,4.47
138,07-23-2020,la ronge,CA,55.1,-105.28,71.6,88.0,75.0,6.93
139,07-23-2020,colomi,BO,-17.35,-65.87,75.2,27.0,75.0,3.36
140,07-23-2020,rio claro,BR,-22.41,-47.56,82.4,32.0,13.0,8.05
141,07-23-2020,butaritari,KI,3.07,172.79,82.47,77.0,2.0,13.09
142,07-23-2020,saskylakh,RU,71.92,114.08,49.57,94.0,96.0,7.83
143,07-23-2020,berlevag,NO,70.86,29.09,48.81,100.0,90.0,4.7
144,07-23-2020,port elizabeth,ZA,-33.92,25.57,57.2,87.0,0.0,3.36
145,07-23-2020,bengkulu,ID,-3.8,102.27,75.99,90.0,99.0,5.03
146,07-23-2020,castro,BR,-24.79,-50.01,74.53,45.0,24.0,6.85
147,07-23-2020,iraray,PH,8.99,118.05,80.01,77.0,99.0,1.41
148,07-23-2020,amga,RU,60.9,131.96,56.55,87.0,0.0,2.33
149,07-23-2020,kavaratti,IN,10.57,72.64,83.01,76.0,100.0,5.68
150,07-23-2020,lahaina,US,20.88,-156.68,74.64,69.0,20.0,6.93
151,07-23-2020,sao filipe,CV,14.9,-24.5,78.69,86.0,68.0,5.95
152,07-23-2020,honiara,SB,-9.43,159.95,75.2,83.0,40.0,3.36
153,07-23-2020,santa isabel,BR,-23.32,-46.22,79.41,39.0,2.0,4.7
154,07-23-2020,san jose,US,37.34,-121.89,66.6,59.0,20.0,4.29
155,07-23-2020,vila velha,BR,-20.33,-40.29,79.12,51.0,20.0,8.05
156,07-23-2020,port hardy,CA,50.7,-127.42,59.0,82.0,75.0,9.17
157,07-23-2020,pangnirtung,CA,66.15,-65.71,53.6,81.0,90.0,5.82
158,07-23-2020,alta floresta,BR,-9.88,-56.09,98.02,22.0,57.0,5.12
159,07-23-2020,klaksvik,FO,62.23,-6.59,53.6,81.0,28.0,8.05
161,07-23-2020,bismarck,US,46.81,-100.78,81.45,69.0,20.0,17.22
162,07-23-2020,clyde river,CA,70.47,-68.59,50.0,61.0,75.0,6.93
163,07-23-2020,rio grande,BR,-32.03,-52.1,83.57,51.0,100.0,11.41
164,07-23-2020,faanui,PF,-16.48,-151.75,77.76,78.0,6.0,16.51
165,07-23-2020,lompoc,US,34.64,-120.46,61.21,82.0,78.0,4.7
166,07-23-2020,kloulklubed,PW,7.04,134.26,77.0,88.0,40.0,4.7
167,07-23-2020,nevel,RU,56.02,29.93,55.96,88.0,78.0,5.57
168,07-23-2020,palu,ID,-0.89,119.87,74.82,81.0,44.0,2.48
169,07-23-2020,vuktyl,RU,63.86,57.31,66.29,56.0,13.0,8.03
170,07-23-2020,tuatapere,NZ,-46.13,167.68,39.0,83.0,90.0,3.0
171,07-23-2020,bousse,BF,12.66,-1.89,87.8,58.0,40.0,12.75
172,07-23-2020,vanavara,RU,60.34,102.28,51.73,82.0,1.0,5.21
173,07-23-2020,freeport,US,40.66,-73.58,77.95,83.0,20.0,8.05
174,07-23-2020,cairns,AU,-16.92,145.77,66.2,82.0,75.0,9.17
175,07-23-2020,bima,ID,-8.47,118.72,70.21,85.0,48.0,3.98
176,07-23-2020,vikindu,TZ,-7.01,39.3,75.2,73.0,40.0,9.17
178,07-23-2020,talnakh,RU,69.49,88.4,46.4,75.0,85.0,26.84
179,07-23-2020,kenora,CA,49.82,-94.43,75.09,44.0,20.0,17.22
180,07-23-2020,victoria,HK,22.29,114.16,84.38,74.0,12.0,7.56
181,07-23-2020,terekli-mekteb,RU,44.17,45.87,88.7,26.0,45.0,1.88
182,07-23-2020,mardin,TR,37.31,40.74,86.95,15.0,0.0,5.01
183,07-23-2020,nikolskoye,RU,59.7,30.79,58.42,62.0,40.0,8.95
184,07-23-2020,springfield,US,37.22,-93.3,86.79,62.0,20.0,8.05
185,07-23-2020,talcahuano,CL,-36.72,-73.12,53.6,58.0,61.0,8.05
186,07-23-2020,daru,PG,-9.08,143.21,76.77,84.0,73.0,14.61
187,07-23-2020,la rioja,ES,42.25,-2.5,87.8,38.0,8.0,8.05
188,07-23-2020,srednebelaya,RU,50.66,128.01,68.0,94.0,20.0,3.36
189,07-23-2020,norsup,VU,-16.07,167.38,73.71,82.0,85.0,7.47
190,07-23-2020,sitka,US,57.05,-135.33,53.6,93.0,90.0,3.36
191,07-23-2020,gidole,ET,5.65,37.37,57.38,100.0,51.0,1.23
192,07-23-2020,ancud,CL,-41.87,-73.82,44.6,65.0,0.0,8.05
193,07-23-2020,mount isa,AU,-20.73,139.5,53.6,58.0,0.0,11.61
194,07-23-2020,enshi,CN,30.3,109.48,77.45,84.0,100.0,1.28
195,07-23-2020,avarua,CK,-21.21,-159.78,73.4,100.0,2.0,4.7
196,07-23-2020,doha,QA,25.29,51.53,95.34,63.0,0.0,9.17
197,07-23-2020,tura,IN,25.52,90.22,75.27,97.0,100.0,6.38
198,07-23-2020,jalu,LY,29.03,21.55,93.36,19.0,0.0,12.73
200,07-23-2020,noumea,NC,-22.28,166.46,64.4,77.0,0.0,2.24
202,07-23-2020,arman,RU,59.7,150.17,54.54,77.0,93.0,3.53
203,07-23-2020,topola,RS,44.25,20.68,66.42,100.0,75.0,2.24
204,07-23-2020,chornobay,UA,49.67,32.32,65.95,58.0,90.0,1.28
205,07-23-2020,longyearbyen,SJ,78.22,15.64,48.2,81.0,90.0,9.17
206,07-23-2020,asau,RO,46.43,26.4,62.01,97.0,67.0,2.84
207,07-23-2020,ha tinh,VN,18.33,105.9,79.66,81.0,74.0,3.29
208,07-23-2020,samarkand,UZ,39.65,66.96,82.4,37.0,1.0,4.7
209,07-23-2020,praia da vitoria,PT,38.73,-27.07,77.0,61.0,20.0,5.84
210,07-23-2020,lincoln,US,40.8,-96.67,86.4,66.0,1.0,12.75
211,07-23-2020,maneadero,MX,31.72,-116.57,68.0,80.0,38.0,1.99
212,07-23-2020,minot,US,48.23,-101.3,77.14,94.0,20.0,16.11
213,07-23-2020,tecolutla,MX,20.48,-97.02,91.4,59.0,75.0,6.93
214,07-23-2020,hazorasp,UZ,41.32,61.07,78.8,61.0,88.0,6.93
215,07-23-2020,vanimo,PG,-2.67,141.3,77.86,86.0,46.0,4.52
216,07-23-2020,igarka,RU,67.47,86.58,53.67,57.0,88.0,17.31
217,07-23-2020,itarema,BR,-2.92,-39.92,84.85,60.0,45.0,17.96
218,07-23-2020,shelburne,CA,44.08,-80.2,74.46,64.0,20.0,6.93
220,07-23-2020,teguise,ES,29.06,-13.56,80.6,61.0,20.0,25.28
221,07-23-2020,yar-sale,RU,66.83,70.83,50.99,70.0,40.0,6.55
222,07-23-2020,cloquet,US,46.72,-92.46,70.88,52.0,1.0,6.93
224,07-23-2020,andapa,MG,-14.65,49.65,62.24,82.0,92.0,3.87
225,07-23-2020,isangel,VU,-19.55,169.27,72.52,84.0,83.0,14.45
226,07-23-2020,puerto escondido,MX,15.85,-97.07,86.0,70.0,40.0,6.93
227,07-23-2020,barrow,US,71.29,-156.79,46.4,93.0,90.0,18.34
228,07-23-2020,cabo san lucas,MX,22.89,-109.91,85.05,69.0,5.0,14.99
229,07-23-2020,langarud,IR,37.2,50.15,77.81,83.0,75.0,1.39
231,07-23-2020,juba,SS,4.85,31.58,73.74,84.0,3.0,3.06
232,07-23-2020,port jervis,US,41.38,-74.69,81.28,47.0,86.0,6.87
233,07-23-2020,beringovskiy,RU,63.05,179.32,47.61,83.0,70.0,4.9
234,07-23-2020,college,US,64.86,-147.8,52.5,82.0,75.0,2.55
237,07-23-2020,cayenne,GF,4.93,-52.33,87.8,58.0,65.0,11.41
238,07-23-2020,huizhou,CN,23.08,114.4,81.43,81.0,71.0,3.24
239,07-23-2020,gorontalo,ID,0.54,123.06,74.82,87.0,99.0,5.08
240,07-23-2020,obo,CF,5.4,26.49,70.21,91.0,98.0,2.44
241,07-23-2020,marienburg,PL,54.04,19.03,66.27,48.0,20.0,12.75
242,07-23-2020,marawi,PH,8.0,124.29,77.0,89.0,100.0,4.0
243,07-23-2020,sur,OM,22.57,59.53,86.45,66.0,87.0,19.77
244,07-23-2020,bathsheba,BB,13.22,-59.52,89.6,55.0,40.0,18.34
245,07-23-2020,kutulik,RU,53.35,102.78,57.4,74.0,0.0,5.77
246,07-23-2020,iisalmi,FI,63.56,27.19,57.2,82.0,87.0,6.93
247,07-23-2020,butembo,CD,0.15,29.28,59.02,97.0,55.0,2.66
248,07-23-2020,asosa,ET,10.07,34.53,61.54,98.0,100.0,1.66
249,07-23-2020,buraydah,SA,26.33,43.98,104.0,16.0,20.0,9.17
251,07-23-2020,jurado,CO,7.11,-77.76,80.53,83.0,86.0,7.9
252,07-23-2020,kosh-agach,RU,50.0,88.67,55.96,75.0,99.0,1.25
253,07-23-2020,egersund,NO,58.45,6.0,57.99,85.0,100.0,1.01
254,07-23-2020,labuan,MY,5.28,115.24,77.0,100.0,20.0,10.11
255,07-23-2020,lagoa,PT,39.05,-27.98,69.64,70.0,0.0,2.98
256,07-23-2020,itoman,JP,26.12,127.67,82.27,88.0,20.0,10.29
257,07-23-2020,airai,TL,-8.93,125.41,52.95,71.0,85.0,2.55
258,07-23-2020,sola,VU,-13.88,167.55,80.08,84.0,85.0,22.62
260,07-23-2020,geraldton,AU,-28.77,114.6,44.6,93.0,0.0,4.7
261,07-23-2020,lata,PT,40.16,-8.33,78.1,52.0,0.0,10.0
262,07-23-2020,pabianice,PL,51.66,19.35,64.36,55.0,39.0,5.82
263,07-23-2020,lavrentiya,RU,65.58,-171.0,53.35,57.0,100.0,10.2
264,07-23-2020,conceicao do araguaia,BR,-8.26,-49.26,93.2,32.0,0.0,12.75
266,07-23-2020,yanam,IN,16.73,82.22,82.4,74.0,90.0,3.36
267,07-23-2020,sao joao da barra,BR,-21.64,-41.05,81.54,45.0,20.0,13.87
268,07-23-2020,egvekinot,RU,66.32,-179.17,54.09,69.0,75.0,2.82
269,07-23-2020,da lat,VN,11.95,108.44,60.96,100.0,100.0,0.63
271,07-23-2020,acarau,BR,-2.89,-40.12,85.15,60.0,38.0,17.74
272,07-23-2020,tam ky,VN,15.57,108.48,78.8,88.0,20.0,4.7
273,07-23-2020,karatau,KZ,43.17,70.47,81.7,34.0,69.0,21.32
274,07-23-2020,maputo,MZ,-25.97,32.59,67.28,64.0,40.0,2.24
275,07-23-2020,coos bay,US,43.37,-124.22,59.14,93.0,90.0,10.29
276,07-23-2020,hamilton,US,39.18,-84.53,81.23,78.0,40.0,5.82
277,07-23-2020,rovaniemi,FI,66.5,25.72,62.6,93.0,20.0,8.05
278,07-23-2020,filadelfia,US,39.95,-75.16,87.3,70.0,75.0,4.7
279,07-23-2020,lima,PE,-12.04,-77.03,62.6,77.0,90.0,4.7
280,07-23-2020,ojinaga,MX,29.57,-104.42,89.6,35.0,1.0,3.36
282,07-23-2020,kahului,US,20.89,-156.47,74.14,69.0,20.0,9.66
283,07-23-2020,vao,NC,-22.67,167.48,69.04,76.0,4.0,17.31
284,07-23-2020,gerardmer,FR,48.07,6.88,80.73,34.0,61.0,6.93
285,07-23-2020,eskisehir,TR,39.78,30.52,78.8,47.0,20.0,13.87
286,07-23-2020,katsuura,JP,35.13,140.3,72.48,92.0,100.0,1.05
287,07-23-2020,nuevo progreso,MX,23.17,-97.95,93.38,40.0,3.0,4.0
289,07-23-2020,mar del plata,AR,-38.0,-57.56,54.59,100.0,90.0,6.93
290,07-23-2020,badou,TG,7.58,0.6,78.78,77.0,94.0,4.63
291,07-23-2020,bandarbeyla,SO,9.49,50.81,76.96,77.0,78.0,30.56
292,07-23-2020,rawson,AR,-43.3,-65.1,39.51,80.0,100.0,12.57
293,07-23-2020,camacha,PT,33.08,-16.33,71.6,64.0,75.0,14.99
294,07-23-2020,hofn,IS,64.25,-15.21,55.4,66.0,75.0,8.05
295,07-23-2020,wewak,PG,-3.55,143.63,79.54,82.0,80.0,7.87
296,07-23-2020,pervomayskoye,RU,43.92,46.71,80.44,32.0,47.0,8.9
297,07-23-2020,esperance,AU,-33.87,121.9,46.4,81.0,40.0,8.05
298,07-23-2020,tunduma,TZ,-9.3,32.77,55.42,76.0,0.0,9.26
299,07-23-2020,gamboma,CG,-1.88,15.86,88.79,36.0,82.0,0.89
300,07-23-2020,joao neiva,BR,-19.76,-40.39,79.23,51.0,20.0,8.05
301,07-23-2020,pontes e lacerda,BR,-15.23,-59.34,98.17,16.0,51.0,5.1
303,07-23-2020,lubumbashi,CD,-11.66,27.48,60.66,42.0,1.0,1.86
304,07-23-2020,saint stephen,GB,50.33,-4.9,63.79,93.0,75.0,13.87
305,07-23-2020,palaikastron,GR,35.2,26.25,82.99,50.0,0.0,15.01
306,07-23-2020,zaysan,KZ,47.47,84.87,64.99,61.0,36.0,5.28
307,07-23-2020,kavieng,PG,-2.57,150.8,82.53,77.0,45.0,11.45
308,07-23-2020,winneba,GH,5.35,-0.62,80.6,74.0,100.0,19.46
309,07-23-2020,moron,AR,-34.65,-58.62,53.62,98.0,100.0,1.99
311,07-23-2020,derby,GB,52.92,-1.48,65.08,72.0,75.0,16.11
312,07-23-2020,aguacatan,GT,15.34,-91.31,64.99,68.0,84.0,1.01
313,07-23-2020,atar,MR,20.52,-13.05,108.81,15.0,1.0,17.36
314,07-23-2020,sidney,AU,-33.87,151.21,47.61,93.0,4.0,4.7
315,07-23-2020,maragogi,BR,-9.01,-35.22,78.51,72.0,65.0,12.08
316,07-23-2020,hilo,US,19.73,-155.09,65.52,78.0,90.0,3.09
317,07-23-2020,tilichiki,RU,60.47,166.1,45.03,93.0,0.0,1.52
318,07-23-2020,nome,US,64.5,-165.41,44.78,87.0,90.0,6.96
319,07-23-2020,goderich,CA,43.75,-81.72,73.44,77.0,21.0,12.71
320,07-23-2020,constitucion,CL,-35.33,-72.42,53.29,66.0,32.0,3.47
321,07-23-2020,terrace bay,CA,48.78,-87.1,69.8,60.0,20.0,2.24
323,07-23-2020,ussel,FR,45.55,2.32,82.0,41.0,97.0,5.01
324,07-23-2020,belmonte,BR,-15.86,-38.88,77.0,73.0,40.0,5.82
325,07-23-2020,karlskrona,SE,56.16,15.59,66.2,52.0,36.0,11.41
326,07-23-2020,gilbues,BR,-9.83,-45.34,90.52,30.0,94.0,8.9
327,07-23-2020,gueugnon,FR,46.6,4.06,82.99,25.0,96.0,9.17
328,07-23-2020,dingle,PH,11.0,122.67,77.05,85.0,89.0,4.16
329,07-23-2020,nador,MA,35.17,-2.93,84.06,65.0,3.0,4.7
330,07-23-2020,bilibino,RU,68.05,166.44,62.28,57.0,11.0,4.09
331,07-23-2020,coihaique,CL,-45.58,-72.07,24.8,79.0,90.0,3.36
332,07-23-2020,cherskiy,RU,68.75,161.3,63.14,65.0,29.0,6.4
333,07-23-2020,souillac,MU,-20.52,57.52,69.8,56.0,75.0,18.34
335,07-23-2020,kruisfontein,ZA,-34.0,24.73,56.39,72.0,0.0,2.68
336,07-23-2020,merauke,ID,-8.47,140.33,75.67,83.0,0.0,13.85
337,07-23-2020,kindu,CD,-2.95,25.95,82.81,37.0,64.0,1.36
338,07-23-2020,sao felix do xingu,BR,-6.64,-51.99,94.46,31.0,25.0,5.35
340,07-23-2020,roma,US,43.21,-75.46,78.21,78.0,75.0,4.7
341,07-23-2020,malanje,AO,-9.54,16.34,78.8,65.0,40.0,4.7
342,07-23-2020,samarai,PG,-10.62,150.67,77.5,83.0,41.0,11.43
343,07-23-2020,newport,GB,51.59,-3.0,64.44,94.0,100.0,1.01
345,07-23-2020,sterling,US,39.01,-77.43,89.31,55.0,1.0,3.42
346,07-23-2020,arraial do cabo,BR,-22.97,-42.03,81.34,61.0,50.0,17.22
347,07-23-2020,abeche,TD,13.83,20.83,87.49,48.0,88.0,7.31
348,07-23-2020,springdale,US,36.19,-94.13,84.54,74.0,75.0,5.82
349,07-23-2020,chissamba,AO,-12.17,17.33,66.43,26.0,0.0,3.91
350,07-23-2020,kitimat,CA,54.05,-128.65,59.0,83.0,100.0,3.0
351,07-23-2020,talara,PE,-4.58,-81.27,75.2,64.0,2.0,18.34
352,07-23-2020,port-gentil,GA,-0.72,8.78,80.6,74.0,20.0,13.22
354,07-23-2020,emerald,AU,-23.53,148.17,57.7,93.0,90.0,10.29
355,07-23-2020,flinders,AU,-34.58,150.86,49.86,86.0,89.0,1.99
356,07-23-2020,channel-port aux basques,CA,47.57,-59.14,64.8,81.0,90.0,7.11
357,07-23-2020,hervey bay,AU,-25.3,152.85,59.0,94.0,94.0,3.0
358,07-23-2020,northam,GB,51.03,-4.22,62.02,95.0,100.0,8.99
360,07-23-2020,rudnaya pristan,RU,44.36,135.81,60.64,91.0,24.0,1.07
361,07-23-2020,ambulu,ID,-8.35,113.61,72.16,85.0,65.0,6.11
362,07-23-2020,coxim,BR,-18.51,-54.76,94.42,15.0,0.0,7.09
363,07-23-2020,ballinasloe,IE,53.33,-8.22,62.87,81.0,98.0,8.93
364,07-23-2020,davila,PH,18.47,120.58,82.89,78.0,9.0,4.54
365,07-23-2020,quang ngai,VN,15.12,108.8,77.41,89.0,63.0,4.52
366,07-23-2020,gladstone,AU,-23.85,151.25,59.0,82.0,40.0,5.82
368,07-23-2020,sinnamary,GF,5.38,-52.95,82.24,80.0,60.0,8.75
370,07-23-2020,kysyl-syr,RU,63.9,122.76,63.59,73.0,76.0,5.91
